,G,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,GmSc,"""+/-""",Win,Winby,minutes,age_y
859,860,12,23,0.522,2,6,0.333,3,6,0.5,3,8,7,3,1,2,1,29,27.2,9,1,6,42.8333333,28.17260274
860,861,9,16,0.563,1,4,0.25,1,1,1,1,9,4,3,2,7,3,20,14.8,10,1,16,34.8833333,28.17534247
861,862,7,14,0.5,1,6,0.167,11,12,0.917,0,3,2,0,1,2,0,26,19.6,8,1,1,38.2166667,28.18082192
862,863,10,17,0.588,2,3,0.667,3,5,0.6,3,7,5,1,2,3,2,25,22.6,19,1,9,34.2333333,28.18630137
863,864,5,10,0.5,0,0,,3,5,0.6,1,5,7,1,1,4,1,13,11.6,23,1,14,36.35,28.19178082
864,865,3,11,0.273,0,2,0,9,12,0.75,3,4,7,2,0,4,1,15,13.1,21,1,17,30.1166667,28.19726027
865,866,8,19,0.421,1,4,0.25,10,12,0.833,2,5,8,2,1,4,1,27,22.9,7,1,4,37.2333333,28.2
866,867,12,24,0.5,0,2,0,4,5,0.8,1,9,7,0,1,2,1,28,22.2,5,1,13,38.2333333,28.20547945
867,868,6,12,0.5,2,6,0.333,8,11,0.727,1,11,8,2,0,3,1,22,23,10,1,17,33.8333333,28.2109589
868,869,16,29,0.552,1,4,0.25,4,6,0.667,1,6,12,2,2,5,3,37,30.4,13,1,2,42.25,28.21369863
869,870,8,22,0.364,3,7,0.429,6,8,0.75,7,5,10,3,2,4,1,25,25.4,1,1,3,42.3166667,28.21917808
870,871,12,15,0.8,1,1,1,4,6,0.667,1,7,8,2,1,3,1,29,30.2,14,1,14,39.8833333,28.22465753
871,872,11,14,0.786,0,1,0,10,11,0.909,0,8,10,3,3,4,0,32,36.7,22,1,32,34.1666667,28.23013699
872,873,9,16,0.563,0,0,,6,10,0.6,1,8,11,1,0,3,2,24,22.8,25,1,14,38.75,28.23287671
873,874,11,17,0.647,2,5,0.4,8,11,0.727,0,7,3,2,4,4,1,32,27.9,2,0,-4,39.9333333,28.23835616
874,875,13,20,0.65,7,10,0.7,3,5,0.6,0,4,6,2,0,3,0,36,30.8,19,1,19,32.2166667,28.24383562
875,876,12,17,0.706,1,2,0.5,2,2,1,0,4,5,1,0,1,1,27,24.2,22,1,19,29.7,28.26575342
876,877,11,16,0.688,0,1,0,6,6,1,1,6,7,2,1,3,0,28,28.3,21,1,11,30.0666667,28.2739726
877,878,8,10,0.8,0,0,,4,4,1,1,5,9,0,0,1,1,20,23.3,6,1,8,28.85,28.28219178
878,879,7,12,0.583,1,1,1,9,12,0.75,0,7,6,1,0,3,2,24,20.7,8,1,12,34.85,28.28767123
879,880,9,11,0.818,1,2,0.5,8,11,0.727,2,8,8,0,0,5,2,27,25.3,14,1,23,34.5166667,28.30684932
880,881,6,14,0.429,0,3,0,7,8,0.875,1,7,6,1,0,4,2,19,14.4,13,1,12,38.65,28.31232877
881,882,9,14,0.643,2,4,0.5,2,4,0.5,0,5,6,0,0,5,2,22,14.9,14,1,13,32.8,28.31780822
882,883,13,20,0.65,0,2,0,4,7,0.571,2,6,7,3,1,5,3,30,25.6,16,1,11,41.1,28.3260274
883,884,8,17,0.471,1,3,0.333,7,9,0.778,2,6,7,2,1,2,2,24,22.5,-15,0,-7,43.7333333,28.34794521
884,885,7,12,0.583,1,3,0.333,4,8,0.5,0,5,9,3,0,3,1,19,19.2,25,1,37,32.4833333,28.35342466
885,886,6,17,0.353,2,4,0.5,11,11,1,0,8,7,2,0,1,0,25,23.8,7,1,10,44.4166667,28.35890411
886,887,9,20,0.45,1,4,0.25,8,9,0.889,0,7,8,2,0,5,0,27,20.9,27,1,23,43.2,28.36712329
887,888,5,14,0.357,1,3,0.333,12,15,0.8,0,7,8,2,0,2,3,23,20.5,4,1,3,44.4333333,28.37260274
888,889,12,24,0.5,2,6,0.333,4,7,0.571,3,7,10,0,3,4,5,30,24.1,3,1,1,46.55,28.39178082
889,890,14,20,0.7,3,7,0.429,5,7,0.714,4,4,3,3,1,5,3,36,30.4,-7,0,-4,45.2833333,28.39726027
890,891,8,17,0.471,0,1,0,6,6,1,0,4,3,0,0,0,0,22,16.6,22,1,18,41.2166667,28.40273973
891,892,8,18,0.444,4,7,0.571,4,6,0.667,4,2,5,1,3,2,6,24,19.4,-3,0,-7,43.3166667,28.40821918
892,893,13,26,0.5,3,7,0.429,1,4,0.25,0,8,6,2,1,3,1,30,21.7,14,1,11,44.4833333,28.41369863
893,894,10,21,0.476,2,4,0.5,7,8,0.875,0,7,6,2,1,4,2,29,22.1,-22,0,-14,42.2833333,28.41917808
894,895,8,17,0.471,1,2,0.5,15,16,0.938,2,6,4,2,1,2,1,32,29.2,21,1,23,40.8166667,28.42465753
895,896,7,16,0.438,1,5,0.2,3,4,0.75,2,16,10,0,0,2,0,18,20.4,-3,0,-4,41.5833333,28.43287671
896,897,7,17,0.412,1,3,0.333,2,2,1,1,7,7,3,3,2,2,17,17.9,29,1,19,40.55,28.44109589
897,898,7,21,0.333,1,5,0.2,0,0,,1,10,5,2,0,2,0,15,10.3,-32,0,-36,39.1166667,28.44657534
898,899,15,25,0.6,1,2,0.5,2,4,0.5,3,8,4,2,2,1,2,33,29.6,8,1,16,41.3833333,28.45205479
899,900,8,22,0.364,2,4,0.5,7,9,0.778,3,3,8,4,0,3,1,25,21.2,-9,0,-10,43.6833333,28.46027397
900,901,11,26,0.423,1,5,0.2,9,12,0.75,4,6,11,3,1,6,3,32,25.8,-1,1,3,49.7666667,28.46575342
901,902,12,23,0.522,5,10,0.5,8,8,1,3,9,4,2,0,2,2,37,32.5,8,1,7,45,28.47123288
902,903,5,11,0.455,0,1,0,7,9,0.778,0,6,8,1,0,2,0,17,16.9,8,1,12,38.0166667,28.83013699
903,904,9,17,0.529,4,7,0.571,3,4,0.75,0,4,13,0,0,4,3,25,21.4,-8,0,-4,36.6333333,28.83287671
904,905,11,19,0.579,1,2,0.5,3,5,0.6,1,6,6,2,1,5,2,26,19.9,-3,0,-1,42.2333333,28.83835616
905,906,9,14,0.643,3,5,0.6,4,5,0.8,0,3,5,1,0,6,2,25,17,16,1,10,34.6833333,28.84383562
906,907,13,20,0.65,1,3,0.333,8,8,1,2,6,8,0,1,1,2,35,33.9,3,1,9,36.0166667,28.84931507
907,908,6,13,0.462,1,3,0.333,5,9,0.556,0,5,6,1,0,4,4,18,10.8,-1,1,5,37.15,28.85479452
908,909,9,13,0.692,0,0,,7,9,0.778,1,7,10,0,0,5,1,25,23.1,5,0,-1,36.5333333,28.86027397
909,910,13,21,0.619,4,7,0.571,3,6,0.5,0,3,2,0,0,3,0,33,21.6,14,1,23,29.9666667,28.86849315
910,911,14,18,0.778,1,1,1,10,11,0.909,0,6,4,1,0,6,0,39,31.2,0,1,6,36.9666667,28.87671233
911,912,13,18,0.722,0,0,,4,4,1,1,3,7,1,1,3,1,30,27.4,7,1,16,31.9166667,28.87945205
912,913,6,13,0.462,0,0,,1,3,0.333,2,4,5,1,0,3,0,13,9.6,14,1,16,30.7,28.88767123
913,914,5,11,0.455,0,2,0,11,11,1,1,5,7,1,1,4,0,21,20.1,23,1,28,29.0833333,28.89041096
914,915,7,13,0.538,3,6,0.5,5,7,0.714,0,9,7,3,0,3,0,22,22.5,7,1,2,37.5833333,28.89863014
915,916,11,14,0.786,2,4,0.5,11,11,1,0,5,4,1,1,4,0,35,31.6,1,1,15,33.35,28.90410959
916,917,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,3,0,1,3,28,26.3,0,1,11,37.1,28.90958904
917,918,10,17,0.588,3,5,0.6,4,6,0.667,1,5,3,1,1,3,2,27,20.5,3,1,7,36.45,28.91506849
918,919,8,13,0.615,1,3,0.333,9,10,0.9,0,5,4,1,1,3,0,26,22.7,-4,1,1,38.2666667,28.92054795
919,920,8,15,0.533,2,5,0.4,5,8,0.625,3,2,6,2,1,6,2,23,17.3,-6,0,-10,36.9666667,28.9260274
920,921,7,17,0.412,1,4,0.25,6,8,0.75,0,5,2,3,0,1,2,21,15.2,-21,0,-20,33.3,28.93150685
921,922,9,12,0.75,0,0,,3,5,0.6,4,10,8,2,0,7,3,21,20.6,9,1,21,30.5666667,28.9369863
922,923,10,15,0.667,0,2,0,4,5,0.8,1,6,9,2,0,6,2,24,21.1,18,1,15,35.0166667,28.93972603
923,924,6,16,0.375,1,4,0.25,4,6,0.667,1,13,6,2,0,5,3,17,12,-2,0,-6,38.5333333,28.94520548
924,925,9,12,0.75,0,2,0,7,10,0.7,2,7,9,4,0,2,2,25,30,6,1,7,40.6166667,28.95616438
925,926,13,17,0.765,0,1,0,4,5,0.8,1,8,9,1,0,3,1,30,29.9,24,1,23,33.8166667,28.96164384
926,927,8,14,0.571,1,3,0.333,7,7,1,0,9,7,3,0,3,3,24,23.8,16,1,3,36.2333333,28.96712329
927,928,8,11,0.727,1,2,0.5,1,2,0.5,2,4,8,1,1,1,1,18,21.6,14,1,19,30.6666667,28.97260274
928,929,16,28,0.571,4,9,0.444,2,6,0.333,4,4,6,2,0,0,2,38,32.6,-4,1,2,45.6333333,28.98082192
929,930,7,14,0.5,0,4,0,5,9,0.556,0,8,4,0,0,2,2,19,12.8,0,1,6,35.8,28.98630137
930,931,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,0,0,2,3,33,26.1,-10,0,-5,43.7166667,28.99178082
931,932,8,15,0.533,5,9,0.556,5,8,0.625,1,5,10,0,1,4,0,26,23.4,4,1,3,39.7333333,29
932,933,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,0,1,8,0,26,15.3,-11,0,-9,39.5666667,29.00821918
933,934,5,13,0.385,0,1,0,5,8,0.625,1,7,8,1,0,3,1,15,12.7,17,1,16,35.9166667,29.01369863
934,935,12,18,0.667,0,0,,6,7,0.857,1,3,5,1,0,1,1,30,26.5,1,1,5,37.7833333,29.01643836
935,936,13,22,0.591,3,6,0.5,3,3,1,1,2,5,2,0,3,1,32,25.2,19,1,19,35.25,29.02191781
936,937,12,17,0.706,1,4,0.25,7,11,0.636,0,5,6,1,1,6,2,32,23.9,1,0,-10,41.4166667,29.02739726
937,938,12,21,0.571,2,5,0.4,10,12,0.833,3,4,5,0,0,4,6,36,25.7,-1,0,-9,49.3666667,29.03013699
938,939,8,18,0.444,0,4,0,9,10,0.9,2,6,7,2,0,4,1,25,20.9,-15,0,-17,41.0666667,29.04383562
939,940,7,13,0.538,0,1,0,7,8,0.875,1,7,10,2,1,3,3,21,22.6,17,1,15,36.5166667,29.04931507
940,941,13,25,0.52,0,3,0,8,10,0.8,2,6,6,1,0,2,4,34,25.7,13,1,8,44.8666667,29.05205479
941,942,11,21,0.524,3,7,0.429,5,8,0.625,1,3,6,1,0,3,1,30,21.9,0,0,-7,38.7166667,29.05753425
942,943,10,19,0.526,0,4,0,9,11,0.818,1,7,4,2,0,3,1,29,23.1,10,1,7,38.8,29.06027397
943,944,9,15,0.6,2,4,0.5,7,13,0.538,2,11,6,1,0,5,1,27,22.2,4,1,7,37.3,29.06575342
944,945,8,15,0.533,1,3,0.333,1,1,1,0,7,6,1,0,4,4,18,12.4,21,1,12,27.7166667,29.0739726
945,946,12,20,0.6,1,5,0.2,9,9,1,1,2,3,0,0,3,1,34,24.8,-17,0,-17,42.1666667,29.08219178
946,947,13,22,0.591,1,3,0.333,3,6,0.5,1,7,7,6,0,2,3,30,29.1,14,1,15,39.1,29.09041096
947,948,9,19,0.474,0,3,0,6,8,0.75,1,7,11,2,2,1,1,24,26,6,1,6,38.3166667,29.09589041
948,949,11,20,0.55,3,7,0.429,6,8,0.75,1,7,12,3,1,7,2,31,27.7,3,1,4,40.7833333,29.10136986
949,950,4,13,0.308,1,6,0.167,4,6,0.667,0,7,5,0,0,5,2,13,4.5,0,0,-5,39.35,29.10958904
950,951,12,22,0.545,2,5,0.4,11,14,0.786,1,8,3,5,0,4,2,37,30.6,8,1,6,40.9833333,29.11780822
951,952,14,26,0.538,4,8,0.5,4,7,0.571,1,12,9,2,0,2,1,36,32.4,-2,1,1,42.2666667,29.12054795
952,953,16,23,0.696,4,8,0.5,6,8,0.75,2,7,6,2,0,3,2,42,37.4,19,1,11,38.4666667,29.1369863
953,954,15,22,0.682,1,5,0.2,2,5,0.4,1,6,3,4,0,8,1,33,22.6,9,1,22,33.4,29.14246575
954,955,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,0,0,1,0,31,25.1,21,1,26,36.6333333,29.16164384
955,956,8,12,0.667,0,2,0,4,5,0.8,1,8,7,4,0,2,1,20,24,14,1,14,31.2166667,29.16712329
956,957,22,33,0.667,8,10,0.8,9,12,0.75,3,4,4,0,0,2,2,61,48.8,16,1,17,41.2,29.17260274
957,958,9,18,0.5,0,3,0,4,6,0.667,1,0,6,3,0,1,1,22,18.7,-15,0,-3,36.6333333,29.17534247
958,959,6,18,0.333,0,3,0,7,9,0.778,3,5,7,2,0,5,5,19,11.5,-10,0,-24,38.0666667,29.18082192
959,960,8,23,0.348,1,3,0.333,0,0,,1,8,8,3,1,4,1,17,12.1,6,0,-7,45.3166667,29.1890411
960,961,10,15,0.667,3,4,0.75,0,0,,2,5,8,3,0,3,3,23,23.8,14,1,9,36.75,29.19178082
961,962,6,13,0.462,1,4,0.25,6,9,0.667,0,5,7,3,0,5,1,19,15.1,2,0,-1,38.05,29.19726027
962,963,8,17,0.471,0,4,0,5,7,0.714,0,6,6,1,0,4,3,21,13.3,-8,0,-4,39.8333333,29.20273973
963,964,8,17,0.471,1,3,0.333,7,8,0.875,0,5,6,2,0,5,3,24,16.4,11,1,9,42.8666667,29.20821918
964,965,14,19,0.737,6,8,0.75,9,13,0.692,0,6,4,2,3,0,1,43,42,11,1,4,41.6666667,29.21369863
965,966,7,14,0.5,0,2,0,1,2,0.5,1,5,7,2,1,3,0,15,14.4,4,1,5,38.0166667,29.22191781
966,967,10,18,0.556,2,4,0.5,3,3,1,1,7,9,0,1,3,1,25,22.8,-6,0,-10,41.9833333,29.22465753
967,968,13,23,0.565,0,1,0,6,9,0.667,4,2,5,4,0,5,2,32,25,4,1,2,38.3666667,29.23013699
968,969,11,19,0.579,2,6,0.333,14,15,0.933,0,8,5,0,0,6,3,38,27.4,2,0,-1,43.4,29.23561644
969,970,7,13,0.538,1,3,0.333,2,2,1,2,8,12,1,0,1,0,17,22.9,32,1,32,29.7666667,29.24109589
970,971,5,10,0.5,1,3,0.333,2,4,0.5,2,5,2,0,0,4,1,13,7.1,19,1,21,30.05,29.24383562
971,972,11,20,0.55,1,6,0.167,9,11,0.818,0,7,8,1,0,6,2,32,23.5,22,1,10,38.8833333,29.24931507
972,973,7,12,0.583,1,3,0.333,2,5,0.4,0,4,8,1,1,2,0,17,16.7,18,1,19,29.35,29.25479452
973,974,12,24,0.5,2,4,0.5,8,10,0.8,2,6,5,4,1,4,5,34,26.6,7,0,-1,47.95,29.26027397
974,975,13,22,0.591,3,7,0.429,9,12,0.75,0,5,6,1,0,5,0,38,28.3,2,1,11,42.7833333,29.26575342
975,976,9,16,0.563,0,3,0,11,14,0.786,1,9,6,2,0,3,0,29,26.8,-2,0,-1,37.1333333,29.27123288
976,977,14,23,0.609,3,5,0.6,6,7,0.857,1,5,5,2,0,5,1,37,28.4,-8,0,-5,41.3666667,29.2739726
977,978,11,20,0.55,2,4,0.5,12,13,0.923,1,5,1,1,1,2,1,36,28.2,13,1,12,34.8666667,29.27945205
978,979,10,22,0.455,3,7,0.429,4,8,0.5,3,5,5,0,1,3,2,27,18,-13,0,-13,37.35,29.28219178
979,980,8,16,0.5,4,8,0.5,7,10,0.7,0,9,1,0,0,3,1,27,17.8,0,1,11,38.5333333,29.30410959
980,981,11,17,0.647,1,5,0.2,9,12,0.75,0,6,8,4,0,4,2,32,29.9,6,1,4,39.8333333,29.31232877
981,982,10,18,0.556,1,2,0.5,9,10,0.9,0,10,6,2,0,2,1,30,27.8,20,1,13,35.9833333,29.32054795
982,983,10,19,0.526,1,5,0.2,10,12,0.833,0,7,9,3,1,2,3,31,29.8,12,1,11,42.9,29.3260274
983,984,10,15,0.667,0,0,,2,2,1,1,4,3,0,0,1,2,22,17.7,10,1,21,36.35,29.34794521
984,985,9,18,0.5,0,3,0,4,6,0.667,0,4,3,2,1,2,2,22,15.4,6,1,12,39.1166667,29.35342466
985,986,8,15,0.533,3,7,0.429,9,10,0.9,0,8,5,1,1,2,2,28,25.1,-14,0,-14,39.65,29.35890411
986,987,16,24,0.667,3,6,0.5,14,19,0.737,0,6,2,3,0,1,5,49,39.8,13,1,6,43.4666667,29.36438356
